invoice_id,customer_ref,invoice_date,amount_usd,status,currency
in_000003096,cus_000000500242,2025-10-20,9430.70,paid,USD
in_000003097,cus_000000500242,2025-11-20,9167.74,paid,USD
in_000003098,cus_000000500242,2025-12-21,9643.73,paid,USD
in_000003099,cus_000000500242,2026-01-17,8637.71,paid,USD
in_000003100,cus_000000500242,2026-02-19,8242.05,paid,USD
in_000003101,cus_000000500242,2026-03-19,8107.75,paid,USD
in_000003102,cus_000000500242,2026-04-16,8218.39,paid,USD
in_000003103,cus_000000500242,2026-05-13,8829.22,paid,USD
in_000003104,cus_000000500242,2026-06-14,8742.50,paid,USD
in_000003105,cus_000000500242,2026-07-12,9030.93,paid,USD
in_000003106,cus_000000500242,2026-08-12,9854.41,paid,USD
in_000003107,cus_000000500243,2023-12-05,862.31,paid,USD
in_000003108,cus_000000500243,2024-01-03,785.94,paid,USD
in_000003109,cus_000000500243,2024-01-30,912.57,paid,USD
in_000003110,cus_000000500243,2024-02-28,788.91,paid,USD
in_000003111,cus_000000500243,2024-03-26,896.48,paid,USD
in_000003112,cus_000000500243,2024-04-26,761.98,paid,USD
in_000003113,cus_000000500243,2024-05-26,881.99,paid,USD
in_000003114,cus_000000500243,2024-06-28,824.25,paid,USD
in_000003115,cus_000000500243,2024-07-30,770.34,paid,USD
in_000003116,cus_000000500243,2024-09-01,823.21,paid,USD
in_000003117,cus_000000500243,2024-10-04,776.30,paid,USD
in_000003118,cus_000000500243,2024-11-05,890.45,paid,USD
in_000003119,cus_000000500243,2024-12-05,860.98,paid,USD
in_000003120,cus_000000500243,2025-01-06,865.44,paid,USD
in_000003121,cus_000000500243,2025-02-07,815.89,paid,USD
in_000003122,cus_000000500243,2025-03-12,768.98,paid,USD
in_000003123,cus_000000500243,2025-04-08,753.00,paid,USD
in_000003124,cus_000000500243,2025-05-10,839.08,paid,USD
in_000003125,cus_000000500243,2025-06-11,804.68,paid,USD
in_000003126,cus_000000500243,2025-07-13,796.86,paid,USD
in_000003127,cus_000000500243,2025-08-13,775.35,paid,USD
in_000003128,cus_000000500243,2025-09-12,904.41,paid,USD
in_000003129,cus_000000500243,2025-10-11,852.63,paid,USD
in_000003130,cus_000000500243,2025-11-13,819.34,void,USD
in_000003131,cus_000000500243,2025-12-14,812.98,paid,USD
in_000003132,cus_000000500243,2026-01-16,892.75,paid,USD
in_000003133,cus_000000500243,2026-02-14,826.55,paid,USD
in_000003134,cus_000000500243,2026-03-13,765.35,paid,USD
in_000003135,cus_000000500243,2026-04-15,773.89,paid,USD
in_000003136,cus_000000500243,2026-05-15,883.51,paid,USD
in_000003137,cus_000000500243,2026-06-16,808.85,paid,USD
in_000003138,cus_000000500243,2026-07-13,909.12,paid,USD
in_000003139,cus_000000500243,2026-08-10,882.68,paid,USD
in_000003140,cus_000000500244,2024-10-17,2701.19,paid,USD
in_000003141,cus_000000500244,2025-10-20,2750.10,paid,USD
in_000003142,cus_000000500245,2023-09-17,3068.20,paid,USD
in_000003143,cus_000000500245,2024-09-17,3270.53,paid,USD
in_000003144,cus_000000500245,2025-09-16,3277.25,paid,USD
in_000003145,cus_000000500246,2022-10-29,309.88,paid,USD
in_000003146,cus_000000500246,2022-11-29,278.47,paid,USD
in_000003147,cus_000000500246,2022-12-29,305.26,paid,USD
in_000003148,cus_000000500246,2023-01-31,286.37,paid,USD
in_000003149,cus_000000500246,2023-03-02,295.96,paid,USD
in_000003150,cus_000000500246,2023-03-29,286.83,paid,USD
in_000003151,cus_000000500246,2023-04-26,296.81,paid,USD
in_000003152,cus_000000500246,2023-05-23,304.71,paid,USD
in_000003153,cus_000000500246,2023-06-25,283.24,paid,USD
in_000003154,cus_000000500246,2023-07-26,271.26,paid,USD
in_000003155,cus_000000500246,2023-08-22,276.15,paid,USD
in_000003156,cus_000000500246,2023-09-22,282.51,paid,USD
in_000003157,cus_000000500246,2023-10-24,322.02,paid,USD
in_000003158,cus_000000500246,2023-11-22,327.64,paid,USD
in_000003159,cus_000000500246,2023-12-21,289.88,void,USD
in_000003160,cus_000000500246,2024-01-20,273.17,void,USD
in_000003161,cus_000000500246,2024-02-20,296.27,paid,USD
in_000003162,cus_000000500246,2024-03-24,280.41,paid,USD
in_000003163,cus_000000500246,2024-04-26,328.66,paid,USD
in_000003164,cus_000000500246,2024-05-24,276.52,paid,USD
in_000003165,cus_000000500246,2024-06-23,308.58,void,USD
in_000003166,cus_000000500246,2024-07-25,304.58,paid,USD
in_000003167,cus_000000500246,2024-08-21,273.94,paid,USD
in_000003168,cus_000000500246,2024-09-21,319.87,paid,USD
in_000003169,cus_000000500246,2024-10-23,329.01,paid,USD
in_000003170,cus_000000500246,2024-11-25,322.20,paid,USD
in_000003171,cus_000000500246,2024-12-26,300.95,paid,USD
in_000003172,cus_000000500246,2025-01-23,305.38,paid,USD
in_000003173,cus_000000500246,2025-02-20,298.98,paid,USD
in_000003174,cus_000000500246,2025-03-19,319.83,paid,USD
in_000003175,cus_000000500246,2025-04-16,300.22,paid,USD
in_000003176,cus_000000500246,2025-05-19,306.56,paid,USD
in_000003177,cus_000000500246,2025-06-18,275.29,paid,USD
in_000003178,cus_000000500246,2025-07-18,307.84,paid,USD
in_000003179,cus_000000500246,2025-08-18,323.79,paid,USD
in_000003180,cus_000000500246,2025-09-19,323.90,paid,USD
in_000003181,cus_000000500246,2025-10-16,287.87,paid,USD
in_000003182,cus_000000500246,2025-11-13,306.50,paid,USD
in_000003183,cus_000000500246,2025-12-13,306.78,paid,USD
in_000003184,cus_000000500246,2026-01-11,325.66,paid,USD
in_000003185,cus_000000500246,2026-02-10,270.20,paid,USD
in_000003186,cus_000000500246,2026-03-10,329.72,paid,USD
in_000003187,cus_000000500246,2026-04-10,313.68,paid,USD
in_000003188,cus_000000500246,2026-05-11,327.29,paid,USD
in_000003189,cus_000000500246,2026-06-09,284.72,paid,USD
in_000003190,cus_000000500246,2026-07-12,305.40,paid,USD
in_000003191,cus_000000500246,2026-08-12,282.13,paid,USD
in_000003192,cus_000000500247,2025-10-09,308.76,paid,USD
in_000003193,cus_000000500247,2025-11-08,323.27,paid,USD
in_000003194,cus_000000500247,2025-12-11,294.31,paid,USD
in_000003195,cus_000000500247,2026-01-13,313.07,paid,USD
in_000003196,cus_000000500247,2026-02-13,317.52,paid,USD
in_000003197,cus_000000500247,2026-03-12,314.69,paid,USD
in_000003198,cus_000000500247,2026-04-09,285.18,paid,USD
in_000003199,cus_000000500247,2026-05-08,311.63,paid,USD
in_000003200,cus_000000500247,2026-06-08,304.15,paid,USD
in_000003201,cus_000000500247,2026-07-09,329.53,paid,USD
in_000003202,cus_000000500247,2026-08-11,316.13,paid,USD
in_000003203,cus_000000500248,2026-03-14,732.30,paid,USD
in_000003204,cus_000000500248,2026-04-13,766.81,paid,USD
in_000003205,cus_000000500248,2026-05-13,788.53,paid,USD
in_000003206,cus_000000500248,2026-06-15,702.08,paid,USD
in_000003207,cus_000000500248,2026-07-14,786.73,paid,USD
in_000003208,cus_000000500248,2026-08-13,659.49,paid,USD
in_000003209,cus_000000500250,2025-12-23,54172.75,paid,USD
in_000003210,cus_000000500251,2024-11-08,3477.78,paid,USD
in_000003211,cus_000000500251,2025-11-07,3280.44,paid,USD
in_000003212,cus_000000500252,2023-06-07,301.16,paid,USD
in_000003213,cus_000000500252,2023-07-08,324.80,paid,USD
in_000003214,cus_000000500252,2023-08-04,322.47,paid,USD
in_000003215,cus_000000500252,2023-09-01,300.56,paid,USD
in_000003216,cus_000000500252,2023-09-28,304.49,refunded,USD
in_000003217,cus_000000500252,2023-10-26,279.54,paid,USD
in_000003218,cus_000000500252,2023-11-24,276.98,paid,USD
in_000003219,cus_000000500252,2023-12-25,316.96,paid,USD
in_000003220,cus_000000500252,2024-01-24,308.44,paid,USD
in_000003221,cus_000000500252,2024-02-23,321.47,paid,USD
in_000003222,cus_000000500252,2024-03-22,297.67,paid,USD
in_000003223,cus_000000500252,2024-04-20,320.74,paid,USD
in_000003224,cus_000000500252,2024-05-19,303.40,failed,USD
in_000003225,cus_000000500252,2024-06-20,305.30,paid,USD
in_000003226,cus_000000500252,2024-07-20,278.27,paid,USD
in_000003227,cus_000000500252,2024-08-22,308.49,paid,USD
in_000003228,cus_000000500252,2024-09-19,295.47,paid,USD
in_000003229,cus_000000500252,2024-10-21,310.12,paid,USD
in_000003230,cus_000000500252,2024-11-23,313.08,paid,USD
in_000003231,cus_000000500252,2024-12-26,286.80,paid,USD
in_000003232,cus_000000500252,2025-01-27,313.12,paid,USD
in_000003233,cus_000000500252,2025-02-28,273.18,paid,USD
in_000003234,cus_000000500252,2025-03-29,282.71,paid,USD
in_000003235,cus_000000500252,2025-04-25,287.46,paid,USD
in_000003236,cus_000000500252,2025-05-28,301.43,paid,USD
in_000003237,cus_000000500252,2025-06-30,326.97,paid,USD
in_000003238,cus_000000500252,2025-07-28,279.17,paid,USD
in_000003239,cus_000000500252,2025-08-24,328.44,paid,USD
in_000003240,cus_000000500252,2025-09-20,311.59,paid,USD
in_000003241,cus_000000500252,2025-10-18,276.14,paid,USD
in_000003242,cus_000000500252,2025-11-17,317.98,paid,USD
in_000003243,cus_000000500252,2025-12-18,303.52,paid,USD
in_000003244,cus_000000500252,2026-01-20,287.04,paid,USD
in_000003245,cus_000000500252,2026-02-21,329.66,paid,USD
in_000003246,cus_000000500252,2026-03-23,297.82,paid,USD
in_000003247,cus_000000500252,2026-04-21,280.89,paid,USD
in_000003248,cus_000000500252,2026-05-20,275.38,paid,USD
in_000003249,cus_000000500252,2026-06-21,319.91,paid,USD
in_000003250,cus_000000500252,2026-07-18,275.95,paid,USD
in_000003251,cus_000000500252,2026-08-20,273.58,paid,USD
in_000003252,cus_000000500253,2024-11-13,242.61,paid,USD
in_000003253,cus_000000500253,2024-12-12,245.05,paid,USD
in_000003254,cus_000000500254,2025-07-06,2532.77,paid,USD
in_000003255,cus_000000500254,2025-08-06,2316.59,refunded,USD
in_000003256,cus_000000500254,2025-09-02,2670.07,paid,USD
in_000003257,cus_000000500254,2025-10-05,2702.32,paid,USD
in_000003258,cus_000000500254,2025-11-05,2752.97,paid,USD
in_000003259,cus_000000500254,2025-12-05,2477.86,paid,USD
in_000003260,cus_000000500254,2026-01-05,2689.88,refunded,USD
in_000003261,cus_000000500254,2026-02-06,2547.46,paid,USD
in_000003262,cus_000000500254,2026-03-10,2364.84,refunded,USD
in_000003263,cus_000000500254,2026-04-06,2699.84,paid,USD
in_000003264,cus_000000500254,2026-05-05,2674.71,paid,USD
in_000003265,cus_000000500254,2026-06-04,2746.33,paid,USD
in_000003266,cus_000000500254,2026-07-04,2391.10,paid,USD
in_000003267,cus_000000500254,2026-07-31,2285.61,paid,USD
in_000003268,cus_000000500255,2024-09-15,1145.53,paid,USD
in_000003269,cus_000000500255,2024-10-13,1031.28,paid,USD
in_000003270,cus_000000500255,2024-11-15,983.05,paid,USD
in_000003271,cus_000000500255,2024-12-13,1128.39,paid,USD
in_000003272,cus_000000500255,2025-01-11,1134.20,paid,USD
in_000003273,cus_000000500255,2025-02-11,1181.93,paid,USD
in_000003274,cus_000000500255,2025-03-11,1119.08,paid,USD
in_000003275,cus_000000500255,2025-04-13,1066.40,refunded,USD
in_000003276,cus_000000500255,2025-05-11,1155.52,paid,USD
in_000003277,cus_000000500255,2025-06-11,1039.46,paid,USD
in_000003278,cus_000000500255,2025-07-12,1090.61,paid,USD
in_000003279,cus_000000500255,2025-08-10,1156.33,paid,USD
in_000003280,cus_000000500255,2025-09-09,1037.65,paid,USD
in_000003281,cus_000000500255,2025-10-12,1009.20,paid,USD
in_000003282,cus_000000500255,2025-11-08,1179.79,paid,USD
in_000003283,cus_000000500255,2025-12-06,1017.33,paid,USD
in_000003284,cus_000000500255,2026-01-05,1083.48,paid,USD
in_000003285,cus_000000500255,2026-02-01,1027.57,paid,USD
in_000003286,cus_000000500255,2026-03-06,1089.81,paid,USD
in_000003287,cus_000000500255,2026-04-03,1171.89,paid,USD
in_000003288,cus_000000500255,2026-05-03,1129.75,paid,USD
in_000003289,cus_000000500255,2026-05-31,1070.04,void,USD
in_000003290,cus_000000500255,2026-06-28,1051.68,paid,USD
in_000003291,cus_000000500255,2026-07-25,1145.88,paid,USD
in_000003292,cus_000000500256,2025-10-30,310.02,paid,USD
in_000003293,cus_000000500256,2025-11-28,297.92,paid,USD
in_000003294,cus_000000500256,2025-12-25,274.49,paid,USD
in_000003295,cus_000000500256,2026-01-24,300.70,paid,USD
in_000003296,cus_000000500256,2026-02-23,305.99,paid,USD
in_000003297,cus_000000500256,2026-03-25,275.60,paid,USD
in_000003298,cus_000000500257,2024-02-24,8065.28,paid,USD
in_000003299,cus_000000500258,2023-03-20,691.44,paid,USD
in_000003300,cus_000000500258,2023-04-21,809.86,paid,USD
in_000003301,cus_000000500258,2023-05-21,753.38,paid,USD
in_000003302,cus_000000500258,2023-06-23,673.74,paid,USD
in_000003303,cus_000000500258,2023-07-25,751.37,paid,USD
in_000003304,cus_000000500258,2023-08-26,670.07,paid,USD
in_000003305,cus_000000500258,2023-09-23,730.56,paid,USD
in_000003306,cus_000000500258,2023-10-21,780.27,paid,USD
in_000003307,cus_000000500258,2023-11-21,761.01,paid,USD
in_000003308,cus_000000500258,2023-12-24,703.98,refunded,USD
in_000003309,cus_000000500258,2024-01-24,704.25,paid,USD
in_000003310,cus_000000500258,2024-02-26,809.14,paid,USD
in_000003311,cus_000000500258,2024-03-25,779.46,paid,USD
in_000003312,cus_000000500258,2024-04-24,786.44,paid,USD
in_000003313,cus_000000500258,2024-05-24,770.66,paid,USD
in_000003314,cus_000000500258,2024-06-22,691.88,paid,USD
in_000003315,cus_000000500258,2024-07-19,720.06,void,USD
in_000003316,cus_000000500258,2024-08-19,688.29,paid,USD
in_000003317,cus_000000500258,2024-09-19,735.91,paid,USD
in_000003318,cus_000000500258,2024-10-21,804.43,paid,USD
in_000003319,cus_000000500258,2024-11-19,691.57,paid,USD
in_000003320,cus_000000500258,2024-12-16,732.84,paid,USD
in_000003321,cus_000000500258,2025-01-15,788.33,paid,USD
in_000003322,cus_000000500258,2025-02-13,815.11,paid,USD
in_000003323,cus_000000500258,2025-03-16,747.24,paid,USD
in_000003324,cus_000000500258,2025-04-13,709.11,failed,USD
in_000003325,cus_000000500258,2025-05-11,677.76,refunded,USD
in_000003326,cus_000000500258,2025-06-08,674.60,paid,USD
in_000003327,cus_000000500258,2025-07-05,748.46,paid,USD
in_000003328,cus_000000500258,2025-08-01,765.63,paid,USD
in_000003329,cus_000000500258,2025-08-31,695.70,paid,USD
in_000003330,cus_000000500258,2025-09-29,755.74,paid,USD
in_000003331,cus_000000500258,2025-10-31,773.39,paid,USD
in_000003332,cus_000000500258,2025-11-30,684.49,paid,USD
in_000003333,cus_000000500258,2025-12-29,797.93,paid,USD
in_000003334,cus_000000500259,2024-01-02,4858.31,paid,USD
in_000003335,cus_000000500259,2024-12-29,5147.47,paid,USD
in_000003336,cus_000000500260,2026-06-01,199.55,paid,USD
in_000003337,cus_000000500260,2026-07-04,201.61,paid,USD
in_000003338,cus_000000500260,2026-08-04,214.62,paid,USD
in_000003339,cus_000000500261,2026-02-02,291.94,paid,USD
in_000003340,cus_000000500261,2026-03-07,311.97,paid,USD
in_000003341,cus_000000500261,2026-04-04,326.18,paid,USD
in_000003342,cus_000000500262,2022-11-04,5064.10,paid,USD
in_000003343,cus_000000500262,2022-12-01,5190.13,paid,USD
in_000003344,cus_000000500262,2022-12-28,5190.20,paid,USD
in_000003345,cus_000000500262,2023-01-27,4685.46,paid,USD
in_000003346,cus_000000500262,2023-03-01,4744.48,paid,USD
in_000003347,cus_000000500262,2023-03-28,4998.47,paid,USD
in_000003348,cus_000000500262,2023-04-24,4758.51,paid,USD
in_000003349,cus_000000500262,2023-05-21,4641.75,paid,USD
in_000003350,cus_000000500262,2023-06-19,4882.90,paid,USD
in_000003351,cus_000000500262,2023-07-18,4960.96,paid,USD
in_000003352,cus_000000500262,2023-08-19,5016.63,paid,USD
in_000003353,cus_000000500262,2023-09-20,5145.62,paid,USD
in_000003354,cus_000000500262,2023-10-17,4973.73,paid,USD
in_000003355,cus_000000500262,2023-11-17,4542.02,paid,USD
in_000003356,cus_000000500262,2023-12-14,4875.96,paid,USD
in_000003357,cus_000000500262,2024-01-15,4683.04,paid,USD
in_000003358,cus_000000500262,2024-02-11,4751.13,paid,USD
in_000003359,cus_000000500262,2024-03-10,4749.00,paid,USD
in_000003360,cus_000000500262,2024-04-08,4766.74,paid,USD
in_000003361,cus_000000500262,2024-05-07,4560.92,paid,USD
in_000003362,cus_000000500262,2024-06-07,5228.31,paid,USD
in_000003363,cus_000000500262,2024-07-04,4447.39,paid,USD
in_000003364,cus_000000500262,2024-08-06,4390.46,paid,USD
in_000003365,cus_000000500262,2024-09-05,4415.57,paid,USD
in_000003366,cus_000000500262,2024-10-08,4860.39,paid,USD
in_000003367,cus_000000500262,2024-11-07,4769.74,paid,USD
in_000003368,cus_000000500262,2024-12-08,4426.20,paid,USD
in_000003369,cus_000000500262,2025-01-08,5011.96,paid,USD
in_000003370,cus_000000500262,2025-02-09,5109.38,paid,USD
in_000003371,cus_000000500262,2025-03-13,4975.86,paid,USD
in_000003372,cus_000000500262,2025-04-11,5263.94,paid,USD
in_000003373,cus_000000500262,2025-05-13,4347.01,paid,USD
in_000003374,cus_000000500262,2025-06-15,4340.12,paid,USD
in_000003375,cus_000000500262,2025-07-18,4472.00,paid,USD
in_000003376,cus_000000500262,2025-08-16,4977.45,paid,USD
in_000003377,cus_000000500262,2025-09-13,4814.89,paid,USD
in_000003378,cus_000000500262,2025-10-11,5019.71,paid,USD
in_000003379,cus_000000500262,2025-11-08,4918.29,paid,USD
in_000003380,cus_000000500262,2025-12-11,4515.03,paid,USD
in_000003381,cus_000000500262,2026-01-07,4688.79,paid,USD
in_000003382,cus_000000500262,2026-02-06,4368.34,paid,USD
in_000003383,cus_000000500262,2026-03-06,5269.44,paid,USD
in_000003384,cus_000000500262,2026-04-06,4691.39,paid,USD
in_000003385,cus_000000500262,2026-05-05,4595.06,paid,USD
in_000003386,cus_000000500262,2026-06-06,5045.04,paid,USD
in_000003387,cus_000000500262,2026-07-03,5212.25,refunded,USD
in_000003388,cus_000000500262,2026-08-04,4339.14,paid,USD
in_000003389,cus_000000500263,2023-02-20,307.21,paid,USD
in_000003390,cus_000000500263,2023-03-21,290.37,paid,USD
in_000003391,cus_000000500263,2023-04-20,316.75,paid,USD
in_000003392,cus_000000500263,2023-05-20,292.23,paid,USD
in_000003393,cus_000000500263,2023-06-20,305.52,paid,USD
in_000003394,cus_000000500263,2023-07-19,292.43,paid,USD
in_000003395,cus_000000500263,2023-08-21,286.78,paid,USD
in_000003396,cus_000000500263,2023-09-23,323.13,paid,USD
in_000003397,cus_000000500263,2023-10-24,328.15,paid,USD
in_000003398,cus_000000500263,2023-11-20,285.54,paid,USD
in_000003399,cus_000000500263,2023-12-19,310.93,paid,USD
in_000003400,cus_000000500263,2024-01-21,301.32,paid,USD
in_000003401,cus_000000500263,2024-02-19,272.93,paid,USD
in_000003402,cus_000000500263,2024-03-23,316.42,paid,USD
in_000003403,cus_000000500263,2024-04-24,302.28,paid,USD
in_000003404,cus_000000500263,2024-05-25,295.68,paid,USD
in_000003405,cus_000000500263,2024-06-23,313.61,paid,USD
in_000003406,cus_000000500263,2024-07-21,275.48,paid,USD
in_000003407,cus_000000500263,2024-08-23,301.56,paid,USD
in_000003408,cus_000000500263,2024-09-20,314.49,paid,USD
in_000003409,cus_000000500263,2024-10-22,321.91,paid,USD
in_000003410,cus_000000500263,2024-11-24,326.90,paid,USD
in_000003411,cus_000000500263,2024-12-24,312.61,void,USD
in_000003412,cus_000000500263,2025-01-20,273.01,paid,USD
in_000003413,cus_000000500263,2025-02-16,319.88,paid,USD
in_000003414,cus_000000500263,2025-03-18,293.45,paid,USD
in_000003415,cus_000000500263,2025-04-14,280.96,paid,USD
in_000003416,cus_000000500263,2025-05-12,277.05,paid,USD
in_000003417,cus_000000500263,2025-06-09,316.76,paid,USD
in_000003418,cus_000000500263,2025-07-11,277.32,paid,USD
in_000003419,cus_000000500263,2025-08-11,300.40,paid,USD
in_000003420,cus_000000500263,2025-09-08,272.98,paid,USD
in_000003421,cus_000000500263,2025-10-10,318.84,paid,USD
in_000003422,cus_000000500263,2025-11-06,319.21,paid,USD
in_000003423,cus_000000500263,2025-12-06,319.17,paid,USD
in_000003424,cus_000000500263,2026-01-04,311.36,paid,USD
in_000003425,cus_000000500263,2026-02-05,285.32,paid,USD
in_000003426,cus_000000500263,2026-03-10,328.46,paid,USD
in_000003427,cus_000000500263,2026-04-09,329.05,paid,USD
in_000003428,cus_000000500263,2026-05-11,278.90,void,USD
in_000003429,cus_000000500263,2026-06-07,324.10,paid,USD
in_000003430,cus_000000500263,2026-07-06,270.04,paid,USD
in_000003431,cus_000000500263,2026-08-06,272.10,paid,USD
in_000003432,cus_000000500264,2023-04-07,1106.95,paid,USD
in_000003433,cus_000000500264,2023-05-04,1115.43,paid,USD
in_000003434,cus_000000500264,2023-06-02,1114.07,paid,USD
in_000003435,cus_000000500264,2023-07-05,1135.58,paid,USD
in_000003436,cus_000000500264,2023-08-05,1202.96,paid,USD
in_000003437,cus_000000500264,2023-09-02,1004.65,paid,USD
in_000003438,cus_000000500264,2023-09-29,1192.94,paid,USD
in_000003439,cus_000000500264,2023-10-26,1210.81,paid,USD
in_000003440,cus_000000500264,2023-11-28,1047.61,paid,USD
in_000003441,cus_000000500264,2023-12-31,1167.57,paid,USD
in_000003442,cus_000000500264,2024-01-31,1131.33,paid,USD
in_000003443,cus_000000500264,2024-02-28,1122.57,paid,USD
in_000003444,cus_000000500264,2024-03-28,1001.23,paid,USD
in_000003445,cus_000000500264,2024-04-27,1004.94,paid,USD
in_000003446,cus_000000500264,2024-05-24,1025.98,paid,USD
in_000003447,cus_000000500264,2024-06-21,1088.46,paid,USD
in_000003448,cus_000000500264,2024-07-18,1080.58,paid,USD
in_000003449,cus_000000500264,2024-08-18,1065.90,paid,USD
in_000003450,cus_000000500264,2024-09-20,1202.42,paid,USD
in_000003451,cus_000000500264,2024-10-20,1177.89,paid,USD
in_000003452,cus_000000500264,2024-11-18,1143.62,paid,USD
in_000003453,cus_000000500264,2024-12-18,1069.69,paid,USD
in_000003454,cus_000000500264,2025-01-14,1140.02,paid,USD
in_000003455,cus_000000500264,2025-02-10,1133.74,paid,USD
in_000003456,cus_000000500264,2025-03-14,1026.24,void,USD
in_000003457,cus_000000500264,2025-04-13,1096.42,paid,USD
in_000003458,cus_000000500264,2025-05-14,1188.57,paid,USD
in_000003459,cus_000000500264,2025-06-15,1132.01,paid,USD
in_000003460,cus_000000500264,2025-07-16,1086.49,paid,USD
in_000003461,cus_000000500264,2025-08-18,1047.40,paid,USD
in_000003462,cus_000000500264,2025-09-17,1182.05,paid,USD
in_000003463,cus_000000500264,2025-10-20,1128.77,paid,USD
in_000003464,cus_000000500264,2025-11-22,1026.56,paid,USD
in_000003465,cus_000000500264,2025-12-22,1194.16,paid,USD
in_000003466,cus_000000500264,2026-01-23,1189.60,paid,USD
in_000003467,cus_000000500264,2026-02-19,1021.82,paid,USD
in_000003468,cus_000000500264,2026-03-22,1137.15,paid,USD
in_000003469,cus_000000500264,2026-04-19,1175.37,paid,USD
in_000003470,cus_000000500264,2026-05-16,1121.86,paid,USD
in_000003471,cus_000000500264,2026-06-14,1182.44,paid,USD
in_000003472,cus_000000500264,2026-07-15,1036.04,paid,USD
in_000003473,cus_000000500264,2026-08-12,1202.78,paid,USD
in_000003474,cus_000000500265,2022-12-06,120322.24,paid,USD
in_000003475,cus_000000500265,2023-12-06,114443.05,paid,USD
in_000003476,cus_000000500265,2024-12-06,115374.50,paid,USD
in_000003477,cus_000000500265,2025-12-09,109662.61,paid,USD
in_000003478,cus_000000500266,2024-03-16,65330.34,paid,USD
in_000003479,cus_000000500266,2025-03-14,62411.64,void,USD
in_000003480,cus_000000500268,2024-08-01,296.64,paid,USD
in_000003481,cus_000000500268,2024-08-30,292.43,failed,USD
in_000003482,cus_000000500268,2024-09-30,322.06,paid,USD
in_000003483,cus_000000500268,2024-10-29,294.86,paid,USD
in_000003484,cus_000000500268,2024-11-25,296.45,paid,USD
in_000003485,cus_000000500268,2024-12-27,298.39,paid,USD
in_000003486,cus_000000500268,2025-01-24,311.73,paid,USD
in_000003487,cus_000000500268,2025-02-24,276.26,paid,USD
in_000003488,cus_000000500268,2025-03-29,312.35,paid,USD
in_000003489,cus_000000500268,2025-05-01,328.28,paid,USD
in_000003490,cus_000000500268,2025-05-30,279.81,paid,USD
in_000003491,cus_000000500268,2025-06-28,306.26,paid,USD
in_000003492,cus_000000500268,2025-07-26,279.93,paid,USD
in_000003493,cus_000000500268,2025-08-23,281.14,paid,USD
in_000003494,cus_000000500268,2025-09-21,283.00,paid,USD
in_000003495,cus_000000500268,2025-10-18,307.83,paid,USD
in_000003496,cus_000000500268,2025-11-19,323.84,paid,USD
in_000003497,cus_000000500268,2025-12-18,275.54,paid,USD
in_000003498,cus_000000500268,2026-01-16,271.24,refunded,USD
in_000003499,cus_000000500268,2026-02-14,308.63,paid,USD
in_000003500,cus_000000500268,2026-03-15,284.09,paid,USD
in_000003501,cus_000000500268,2026-04-13,312.54,paid,USD
in_000003502,cus_000000500268,2026-05-12,303.66,paid,USD
in_000003503,cus_000000500268,2026-06-11,323.43,paid,USD
in_000003504,cus_000000500268,2026-07-11,314.81,failed,USD
in_000003505,cus_000000500268,2026-08-07,298.65,paid,USD
in_000003506,cus_000000500269,2023-03-28,69424.01,paid,USD
in_000003507,cus_000000500269,2024-03-29,72307.43,paid,USD
in_000003508,cus_000000500269,2025-03-26,69869.29,paid,USD
in_000003509,cus_000000500269,2026-03-28,68946.33,paid,USD
in_000003510,cus_000000500270,2025-07-05,331.89,paid,USD
in_000003511,cus_000000500270,2025-08-03,359.72,paid,USD
in_000003512,cus_000000500270,2025-08-30,398.52,paid,USD
in_000003513,cus_000000500270,2025-10-01,355.71,paid,USD
in_000003514,cus_000000500270,2025-11-01,379.69,paid,USD
in_000003515,cus_000000500270,2025-11-28,348.23,paid,USD
in_000003516,cus_000000500270,2025-12-29,380.01,paid,USD
in_000003517,cus_000000500270,2026-01-26,377.77,paid,USD
in_000003518,cus_000000500270,2026-02-24,374.70,paid,USD
in_000003519,cus_000000500270,2026-03-24,369.36,paid,USD
in_000003520,cus_000000500270,2026-04-24,370.65,paid,USD
in_000003521,cus_000000500270,2026-05-21,379.90,paid,USD
in_000003522,cus_000000500270,2026-06-17,375.90,paid,USD
in_000003523,cus_000000500270,2026-07-18,350.04,paid,USD
in_000003524,cus_000000500270,2026-08-18,356.67,paid,USD
in_000003525,cus_000000500271,2023-09-18,7075.04,paid,USD
in_000003526,cus_000000500271,2024-09-17,7801.16,paid,USD
in_000003527,cus_000000500272,2025-06-20,670.13,paid,USD
in_000003528,cus_000000500272,2025-07-22,620.70,paid,USD
in_000003529,cus_000000500272,2025-08-21,719.14,paid,USD
in_000003530,cus_000000500272,2025-09-22,678.90,paid,USD
in_000003531,cus_000000500272,2025-10-21,640.53,paid,USD
in_000003532,cus_000000500272,2025-11-21,662.06,refunded,USD
in_000003533,cus_000000500272,2025-12-21,652.34,refunded,USD
in_000003534,cus_000000500272,2026-01-17,647.98,paid,USD
in_000003535,cus_000000500272,2026-02-14,647.80,paid,USD
in_000003536,cus_000000500272,2026-03-16,725.66,paid,USD
in_000003537,cus_000000500272,2026-04-13,667.80,paid,USD
in_000003538,cus_000000500272,2026-05-12,688.16,paid,USD
in_000003539,cus_000000500272,2026-06-09,620.39,paid,USD
in_000003540,cus_000000500272,2026-07-10,627.22,paid,USD
