account_id,account_name,email_domain,sector,created_date,account_status,plan_tier,mrr_usd,owner,lead_source
001Qy00000100549,Verdigris Analytics Partners,verdigris.com,Retail,2024-04-24,Active,Starter,456.42,s.okoro,
001Qy00000100632,Ravenswood Precision LLC,ravenswood.com,Retail,2024-08-18,Active,Starter,716.12,j.whitfield,PPC
001Qy00000100053,Ravenswood Cascade Partners,ravenswood.com,Manufacturing,2019-07-02,Active,Enterprise,582.57,d.castellanos,
001Qy00000100651,Northgate Cascade Inc,northgate.com,Retail,2024-10-02,Churned,Starter,0.00,a.reyes,Organic Search
001Qy00000101074,Larkspur Nimbus Partners,larkspur.com,Fintech,2025-12-24,Active,Starter,1053.55,j.whitfield,SDR
001Qy00000100912,Pemberton Atlas Systems,pemberton.com,Retail,2025-08-02,Active,Growth,1832.65,j.whitfield,Referral
001Qy00000100700,Hernández Retail Sterling,hernandez.com,Energy,2024-12-08,Active,Growth,3031.99,j.whitfield,LinkedIn Ads
001Qy00000100813,Cerulean Beacon Corp,cerulean.com,Media,2025-04-10,Active,Starter,250.00,d.castellanos,Google Ads
001Qy00000100891,Pinnacle Compass Corp,pinnacle.com,Logistics,2025-07-20,Churned,Growth,4134.92,m.tan,
001Qy00000100098,Tanglewood Foundry Systems,tanglewood.com,Energy,2022-02-23,Active,Enterprise,4379.11,a.reyes,
001Qy00000101461,Inglewood Clinical Partners,inglewood.com,Education,2023-08-28,Inactive,Growth,1587.98,j.whitfield,
001Qy00000100710,Brightwater (DBA),brightwater.com,Construction,2024-11-23,Inactive,Enterprise,4617.39,p.lindqvist,SEO
001Qy00000100755,Dovetail Coastal Group,dovetail.com,Healthcare,2025-02-15,Active,Starter,665.04,s.okoro,LinkedIn Ads
001Qy00000101420,Alder Vector Corp,alder.com,Manufacturing,2021-09-13,Active,Starter,711.77,p.lindqvist,
001Qy00000100504,Ravenswood Analytics Corp,ravenswood.com,Healthcare,2024-03-23,Active,Growth,3338.87,j.whitfield,
001Qy00000100907,Oakfield Quantum LLC,oakfield.com,Construction,2025-07-25,Active,Starter,745.10,p.lindqvist,paid search
001Qy00000100343,Tanglewood Atlas LLC,tanglewood.com,Education,2023-07-13,Inactive,Starter,313.24,a.reyes,
001Qy00000100757,Underhill Atlas Group,underhill.com,Logistics,2025-02-16,Active,Growth,2164.17,m.tan,direct
001Qy00000100759,Meridian Nimbus Group,meridian.com,Media,2025-01-28,,Starter,390.46,s.okoro,Paid Search
001Qy00000101415,Muñoz Holdings Foundry,munoz.com,Healthcare,2022-02-04,Active,Starter,659.61,p.lindqvist,
001Qy00000100664,Redstone Nimbus Inc,redstone.com,Energy,2024-08-18,Churned,Starter,1474.03,d.castellanos,Google Ads
001Qy00000101064,Cranfield Foundry Group,cranfield.com,Retail,2025-12-31,Active,Enterprise,144.58,a.reyes,Paid Social
001Qy00000100157,Thornbury Sable Group,thornbury.com,Energy,2022-09-26,Active,Growth,11653.85,p.lindqvist,
001Qy00000101089,Westbrook Lumen Systems,westbrook.com,Education,2026-01-04,Inactive,Starter,273.43,j.whitfield,Event
001Qy00000101299,Meridian Coastal Group,meridian.com,Hospitality,2020-02-10,Churned,Growth,2315.30,d.castellanos,
001Qy00000100560,Glenrock Quantum Labs,glenrock.com,Media,2024-04-05,Churned,Growth,0.00,a.reyes,
001Qy00000101358,Cranfield Sterling Labs,cranfield.com,Retail,2019-11-19,Active,Starter,762.96,s.okoro,
001Qy00000100699,Pérez Group Onyx,perez.com,Education,2024-11-09,Churned,Starter,763.49,s.okoro,Paid Search
001Qy00000101048,Brightwater Quantum Inc,brightwater.com,Retail,2025-11-25,Active,Starter,431.87,p.lindqvist,Word of Mouth
001Qy00000101156,Juniper Compass Corp,juniper.com,Education,2026-02-15,Active,Growth,2205.75,d.castellanos,direct
001Qy00000101424,Vantage Keystone Corp,vantage.com,Media,2023-03-27,Active,Growth,5784.93,a.reyes,
001Qy00000100050,Ashcombe Beacon Inc,ashcombe.com,Logistics,2020-04-05,Active,Growth,1631.47,j.whitfield,
001Qy00000100578,Cerulean Supply Inc,cerulean.com,Retail,2024-05-28,Active,Starter,788.68,m.tan,Paid Search
001Qy00000100516,Cerulean Compass Inc,cerulean.com,Fintech,2024-02-21,Active,Enterprise,6000.00,m.tan,
001Qy00000100311,Hollowway Supply LLC,hollowway.com,Construction,2023-05-28,Churned,Starter,938.49,p.lindqvist,
001Qy00000100062,Marbury Sable Corp,marbury.com,Retail,2019-11-23,Active,Growth,8433.97,j.whitfield,
001Qy00000100572,Yarrow Coastal LLC,yarrow.com,Media,2024-05-25,Churned,Growth,0.00,j.whitfield,Tradeshow
001Qy00000100739,Pinnacle Foundry Systems,pinnacle.com,Hospitality,2024-11-29,Active,Starter,2378.10,p.lindqvist,Organic Search
001Qy00000100111,Ravenswood Keystone Corp,ravenswood.com,Construction,2019-06-03,Active,Starter,662.56,p.lindqvist,
001Qy00000100917,Whitmore Nimbus LLC,whitmore.com,Energy,2025-07-04,Active,Starter,802.32,j.whitfield,
001Qy00000100331,Pemberton Digital LLC,pemberton.com,Fintech,2023-08-06,Churned,Growth,3434.93,m.tan,
001Qy00000100690,Northgate Precision Corp,northgate.com,Construction,2024-10-05,Active,Starter,949.38,j.whitfield,Google Ads
001Qy00000101229,Zenith Analytics Group,zenith.com,Manufacturing,2026-04-30,Active,Starter,511.01,j.whitfield,Blog
001Qy00000100460,Nightingale Sterling Holdings,nightingale.com,Construction,2023-12-28,Active,Starter,715.20,d.castellanos,
001Qy00000100848,Nightingale Coastal Labs,nightingale.com,Healthcare,2025-05-15,Active,Growth,2846.81,a.reyes,Partner
001Qy00000100575,Kestrel Sable Group,kestrel.com,Manufacturing,2024-06-02,Active,Growth,1329.04,p.lindqvist,Blog
001Qy00000101414,Ferreira Serviços Precision,ferreira.com,Construction,2021-10-03,Active,Growth,1460.98,d.castellanos,
001Qy00000100265,Zenith Coastal Partners,zenith.com,Construction,2023-04-20,Active,Starter,304.23,s.okoro,
001Qy00000100338,Inglewood Clinical Group,inglewood.com,Fintech,2023-08-03,Active,Growth,7167.35,a.reyes,
001Qy00000100291,Vantage Sterling LLC,vantage.com,Energy,2023-04-29,,Growth,3124.09,s.okoro,
001Qy00000101255,Harborview Quantum Holdings,harborview.com,Manufacturing,2026-06-14,Active,Enterprise,100606.82,m.tan,Tradeshow
001Qy00000101208,André Frères Compass II II,andre.com,Energy,2026-04-24,Active,Growth,1895.48,a.reyes,Blog
001Qy00000101230,Cranfield Trading Group,cranfield.com,Media,2026-04-21,Active,Starter,388.14,j.whitfield,
001Qy00000100733,Brightwater Freight Group,brightwater.com,Energy,2024-12-19,Active,Starter,448.22,s.okoro,paid search
001Qy00000100016,Acme Digital Holdings,acme.com,Hospitality,2021-01-25,Active,Growth,1971.97,j.whitfield,
001Qy00000100971,Zenith Freight Holdings,zenith.com,Energy,2025-09-05,Active,Growth,2879.25,p.lindqvist,SDR
001Qy00000100352,Inglewood Pioneer Group,inglewood.com,Education,2023-09-03,Churned,Starter,529.85,a.reyes,
001Qy00000101202,Orchard Foundry Holdings,orchard.com,Logistics,2026-04-02,Active,Starter,502.94,s.okoro,PPC
001Qy00000100234,Eastvale Atlas Labs,eastvale.com,Hospitality,2023-02-15,Active,Starter,969.76,m.tan,
001Qy00000100095,Thornbury Compass Corp,thornbury.com,Manufacturing,2017-04-23,Active,Growth,1306.72,s.okoro,
001Qy00000100842,Northgate Nimbus Corp,northgate.com,Healthcare,2025-04-06,Churned,Growth,5001.25,a.reyes,Cold Outreach
001Qy00000100785,Hollowway Anchor Labs,hollowway.com,Manufacturing,2025-02-11,Active,Starter,485.92,j.whitfield,SEO
001Qy00000100108,Vantage Trading Corp,vantage.com,Construction,2019-05-10,Active,Enterprise,22152.46,a.reyes,
001Qy00000101252,Hollowway Lumen LLC,hollowway.com,Healthcare,2026-05-16,Active,Starter,468.27,p.lindqvist,direct
001Qy00000100042,Northgate Compass Systems,northgate.com,Manufacturing,2018-02-28,Active,Starter,2885.28,j.whitfield,
001Qy00000100923,Verdigris Clinical Labs,verdigris.com,Retail,2025-08-16,Active,Starter,420.35,s.okoro,Paid Search
001Qy00000100865,Inglewood Onyx Group,inglewood.com,Fintech,2025-05-18,Active,Starter,445.34,s.okoro,PPC
001Qy00000100301,André Frères Pioneer,andre.com,Logistics,2023-05-20,Inactive,Starter,0.00,a.reyes,
001Qy00000101276,Glenrock Foundry Labs,glenrock.com,Logistics,2026-07-10,Inactive,Starter,1500.00,a.reyes,PPC
001Qy00000101214,Tanglewood Quantum Inc,tanglewood.com,Healthcare,2026-04-07,Active,Growth,2036.59,d.castellanos,LinkedIn
001Qy00000101063,Cranfield Foundry Group,cranfield.com,Retail,2025-11-23,Churned,Starter,0.00,a.reyes,Paid Social
001Qy00000100393,Harborview Analytics Systems,harborview.com,Logistics,2023-08-21,,Starter,433.77,d.castellanos,
001Qy00000100720,Acme Compass LLC,acme.com,Media,2024-11-28,Active,Starter,563.77,p.lindqvist,SEO
001Qy00000100467,Northgate Keystone Labs,northgate.com,Construction,2024-01-31,Inactive,Starter,618.05,d.castellanos,
001Qy00000100991,Nightingale Digital Labs,nightingale.com,Manufacturing,2025-09-03,,Growth,2610.65,p.lindqvist,PPC
001Qy00000101228,Tanglewood Anchor Holdings,tanglewood.com,Manufacturing,2026-05-08,Active,Starter,732.96,m.tan,Word of Mouth
001Qy00000100103,Hernández Retail Supply,hernandez.com,Healthcare,2018-10-10,Churned,Enterprise,9200.63,p.lindqvist,
001Qy00000100153,Northgate Beacon Group,northgate.com,Media,2022-09-11,Active,Starter,379.57,a.reyes,
001Qy00000100416,Larkspur Compass Inc,larkspur.com,Energy,2023-10-11,Active,Starter,560.69,a.reyes,
001Qy00000100055,Oakfield Quantum Inc,oakfield.com,Media,2021-04-13,Churned,Growth,0.00,a.reyes,
001Qy00000100011,Pemberton Summit Inc,pemberton.com,Fintech,2021-05-11,Active,Enterprise,28681.27,s.okoro,
001Qy00000101026,Whitmore Compass Group,whitmore.com,Manufacturing,2025-10-31,Active,Growth,1433.35,p.lindqvist,
001Qy00000101363,Blackthorn Clinical Partners,blackthorn.com,Energy,2020-09-23,Active,Starter,659.37,p.lindqvist,
001Qy00000100717,Yarrow Quantum Labs,yarrow.com,Fintech,2024-11-05,Active,Enterprise,6525.22,a.reyes,Paid Search
001Qy00000100555,Glenrock Onyx Holdings,glenrock.com,Healthcare,2024-03-20,Active,Growth,2565.17,m.tan,
001Qy00000100421,Hollowway Cascade LLC,hollowway.com,Manufacturing,2023-12-03,Churned,Growth,3562.16,a.reyes,
001Qy00000100040,Hollowway Digital Inc,hollowway.com,Education,2019-03-20,Churned,Growth,1942.44,s.okoro,
001Qy00000100043,Eastvale Trading Corp,eastvale.com,Construction,2020-03-10,Inactive,Growth,1445.24,m.tan,
001Qy00000100731,Juniper Summit Inc,juniper.com,Healthcare,2025-01-09,Active,Enterprise,12275.89,m.tan,Tradeshow
001Qy00000101107,André Frères Freight,andre.com,Logistics,2026-02-10,Active,Starter,483.36,j.whitfield,paid search
001Qy00000100279,Dovetail Supply Group,dovetail.com,Construction,2023-05-21,Churned,Growth,1696.86,d.castellanos,
001Qy00000100475,Zenith Lumen LLC,zenith.com,Fintech,2024-01-30,Active,Growth,8099.46,d.castellanos,
001Qy00000100163,Zenith Quantum Inc,zenith.com,Fintech,2022-11-13,Active,Starter,697.16,m.tan,
001Qy00000101124,Quillfeather Precision Systems,quillfeather.com,Media,2026-03-18,Active,Enterprise,14585.18,m.tan,paid search
001Qy00000100933,Pemberton Summit Holdings,pemberton.com,Hospitality,2025-07-10,Active,Starter,321.18,s.okoro,paid search
001Qy00000101100,Vásquez Media Compass,vasquez.com,Media,2026-02-12,Active,Growth,7173.87,p.lindqvist,Cold Outreach
001Qy00000100003,André Frères Summit,andre.com,Healthcare,2018-07-03,Active,Growth,12159.18,p.lindqvist,
001Qy00000100449,Inglewood Precision Partners,inglewood.com,Media,2024-01-20,,Starter,905.01,p.lindqvist,
001Qy00000100698,Núñez Capital Vector II,nunez.com,Construction,2024-11-11,Inactive,Starter,576.36,m.tan,Organic Search
001Qy00000101443,Ravenswood Beacon LLC,ravenswood.com,Retail,2022-08-24,Active,Starter,1020.84,s.okoro,
001Qy00000100918,Kestrel Clinical Labs,kestrel.com,Media,2025-08-13,Churned,Starter,609.23,s.okoro,direct
001Qy00000101258,Cranfield Atlas Holdings,cranfield.com,Manufacturing,2026-05-08,Active,Starter,1207.89,d.castellanos,Google Ads
001Qy00000100122,Brightwater Nimbus Group,brightwater.com,Education,2019-07-23,Churned,Growth,0.00,a.reyes,
001Qy00000100635,Pemberton Precision Labs,pemberton.com,Construction,2024-08-16,Churned,Starter,597.24,a.reyes,Organic Search
001Qy00000100383,Orchard Sterling Inc,orchard.com,Retail,2023-09-15,Churned,Growth,0.00,p.lindqvist,
001Qy00000100046,Yarrow Nimbus Labs,yarrow.com,Hospitality,2022-05-13,Active,Starter,427.55,a.reyes,
001Qy00000100642,Harborview Cascade Partners,harborview.com,Education,2024-08-27,Active,Starter,736.39,d.castellanos,PPC
001Qy00000100004,López y Asociados Atlas,lopez.com,Hospitality,2021-04-29,Active,Growth,1200.00,p.lindqvist,
001Qy00000100293,Kestrel Onyx Partners,kestrel.com,Energy,2023-04-26,Churned,Starter,1126.17,p.lindqvist,
001Qy00000100889,Stonebridge Pioneer Corp,stonebridge.com,Logistics,2025-06-21,Active,Growth,3015.33,m.tan,SEO
001Qy00000100824,Larkspur Vector Inc,larkspur.com,Media,2025-03-29,Active,Growth,1353.99,j.whitfield,LinkedIn Ads
001Qy00000100868,Northgate Atlas Holdings,northgate.com,Fintech,2025-05-10,Active,Starter,485.89,j.whitfield,SEO
001Qy00000100627,Yellowfin Atlas Corp,yellowfin.com,Healthcare,2024-07-13,,Starter,680.74,a.reyes,Blog
001Qy00000101120,Dunmore Clinical Systems,dunmore.com,Healthcare,2026-01-13,Active,Starter,900.14,s.okoro,LinkedIn Ads
001Qy00000100082,Blackthorn Sable Inc,blackthorn.com,Energy,2019-11-06,Active,Growth,512.45,a.reyes,
001Qy00000100636,Pinnacle Freight Group,pinnacle.com,Healthcare,2024-08-18,Churned,Starter,0.00,s.okoro,
001Qy00000100796,Thornbury Foundry Inc,thornbury.com,Hospitality,2025-03-06,,Growth,4943.44,m.tan,social
001Qy00000100236,Umbra Sable Labs,umbra.com,Hospitality,2023-02-17,Active,Starter,730.67,j.whitfield,
001Qy00000100780,Pinnacle Sable Partners,pinnacle.com,Logistics,2025-02-19,Inactive,Starter,31.43,p.lindqvist,Paid Search
001Qy00000100407,Marbury Summit Partners,marbury.com,Energy,2023-11-23,Churned,Starter,388.25,p.lindqvist,
001Qy00000100174,Copperfield Summit Systems,copperfield.com,Retail,2022-10-17,Active,Starter,1235.41,p.lindqvist,
001Qy00000101442,Vantage Keystone LLC,vantage.com,Retail,2022-02-22,Active,Starter,1441.23,s.okoro,
001Qy00000100249,Nightingale Freight Group,nightingale.com,Media,2023-04-06,Churned,Growth,1200.00,j.whitfield,
001Qy00000100965,Ashcombe Lumen Inc,ashcombe.com,Construction,2025-09-19,Active,Growth,610.49,d.castellanos,social
001Qy00000100887,Thornbury Summit LLC,thornbury.com,Media,2025-06-16,Active,Starter,654.75,s.okoro,Google Ads
001Qy00000100800,Guimarães Log Precision,guimaraes.com,Energy,2025-01-27,Active,Starter,429.19,a.reyes,Google Ads
001Qy00000100793,Yarrow Analytics Systems,yarrow.com,Hospitality,2025-02-19,Active,Growth,1954.82,d.castellanos,Partner
001Qy00000101460,Vantage Lumen Partners,vantage.com,Logistics,2020-07-11,Active,Starter,778.55,d.castellanos,
001Qy00000100450,Northgate Digital Labs,northgate.com,Construction,2023-12-29,Active,Starter,1038.38,a.reyes,
001Qy00000101295,Quillfeather Anchor Holdings,quillfeather.com,Fintech,2026-07-10,Active,Enterprise,5274.93,p.lindqvist,Outbound
001Qy00000100241,Stonebridge Pioneer Partners,stonebridge.com,Construction,2023-01-30,Churned,Starter,1500.00,j.whitfield,
001Qy00000100672,Umbra Quantum Systems,umbra.com,Education,2024-09-06,Active,Growth,5530.55,m.tan,Organic Search
001Qy00000100408,Juniper Trading Systems,juniper.com,Retail,2023-10-24,Inactive,Growth,3658.95,a.reyes,
001Qy00000101369,Ashcombe Foundry Partners,ashcombe.com,Media,2024-02-15,Churned,Starter,0.00,a.reyes,
001Qy00000100471,Silverline Summit Holdings,silverline.com,Retail,2024-02-25,Active,Growth,2065.96,j.whitfield,
001Qy00000100987,Quillfeather Analytics Systems,quillfeather.com,Healthcare,2025-10-10,Active,Starter,751.06,d.castellanos,Direct
001Qy00000100734,Oakfield Beacon LLC,oakfield.com,Manufacturing,2024-12-24,Inactive,Growth,0.00,s.okoro,Blog
001Qy00000100074,Harborview Lumen Holdings,harborview.com,Media,2018-11-11,Active,Starter,612.29,j.whitfield,
001Qy00000101127,Umbra Sterling Group,umbra.com,Energy,2026-03-16,Active,Growth,571.00,m.tan,Word of Mouth
001Qy00000100072,Silverline Pioneer Partners,silverline.com,Hospitality,2021-08-27,Active,Enterprise,12959.94,d.castellanos,
001Qy00000100783,Pinnacle Coastal Partners,pinnacle.com,Media,2025-03-22,Active,Starter,487.61,s.okoro,Blog
001Qy00000100348,Alder Onyx Systems,alder.com,Logistics,2023-08-16,,Growth,895.90,d.castellanos,
001Qy00000101231,Yarrow Nimbus Partners,yarrow.com,Energy,2026-04-17,Active,Starter,478.40,m.tan,Google Ads
001Qy00000100776,Silverline Foundry Holdings,silverline.com,Hospitality,2025-02-01,Churned,Starter,279.95,d.castellanos,Direct
001Qy00000100514,Blackthorn Vector Corp,blackthorn.com,Logistics,2024-02-24,Active,Enterprise,8478.34,a.reyes,
001Qy00000100716,Redstone Atlas Labs,redstone.com,Fintech,2024-11-10,Active,Starter,544.11,s.okoro,Paid Search
001Qy00000101322,Eastvale Summit Systems,eastvale.com,Energy,2022-03-02,Churned,Growth,0.00,p.lindqvist,
001Qy00000101116,Inglewood Precision Group,inglewood.com,Construction,2026-02-15,Active,Growth,2878.82,j.whitfield,SEO
001Qy00000100476,Northgate Sterling Labs,northgate.com,Construction,2024-02-24,Active,Growth,492.17,s.okoro,
001Qy00000100822,Zenith Compass Inc,zenith.com,Energy,2025-04-04,Active,Growth,4280.89,p.lindqvist,Organic Search
001Qy00000100264,Zenith Coastal Partners,zenith.com,Construction,2023-03-25,,Starter,970.97,s.okoro,
001Qy00000100810,Fairmount Keystone Systems,fairmount.com,Logistics,2025-03-16,Active,Growth,1042.44,j.whitfield,Event
001Qy00000100459,Yarrow Vector Labs,yarrow.com,Fintech,2024-02-03,Active,Growth,2925.32,d.castellanos,
001Qy00000101154,Ravenswood Analytics Labs,ravenswood.com,Construction,2026-02-10,Active,Starter,432.52,s.okoro,SEO
001Qy00000100316,Stonebridge Pioneer Systems,stonebridge.com,Manufacturing,2023-07-13,Inactive,Starter,0.00,p.lindqvist,
001Qy00000101413,Guimarães Log Digital II,guimaraes.com,Energy,2020-03-18,Churned,Starter,979.36,m.tan,
001Qy00000100714,Verdigris Freight Systems,verdigris.com,Manufacturing,2024-11-08,Active,Starter,470.47,m.tan,Organic Search
001Qy00000101310,Hernández Retail Anchor,hernandez.com,Retail,2021-10-06,,Growth,2282.77,m.tan,
001Qy00000100652,Northgate Cascade,northgate.com,Retail,2024-08-26,,Starter,59.23,a.reyes,social
001Qy00000101184,Ravenswood Anchor Labs,ravenswood.com,Hospitality,2026-04-15,Active,Growth,2584.61,p.lindqvist,PPC
001Qy00000100542,Ravenswood Onyx Labs,ravenswood.com,Education,2024-04-17,,Growth,5455.97,m.tan,
001Qy00000100633,Verdigris Sterling Labs,verdigris.com,Hospitality,2024-09-06,Active,Growth,3585.38,m.tan,
001Qy00000100022,Glenrock Summit Inc,glenrock.com,Education,2020-11-20,Active,Enterprise,282.18,s.okoro,
001Qy00000100404,Ferreira Serviços Nimbus,ferreira.com,Manufacturing,2023-11-06,Active,Starter,578.85,d.castellanos,
001Qy00000101188,Larkspur Onyx Partners,larkspur.com,Media,2026-03-26,Active,Starter,436.42,d.castellanos,Google Ads
001Qy00000100328,Ravenswood Coastal Systems,ravenswood.com,Logistics,2023-08-20,Active,Growth,8326.62,j.whitfield,
001Qy00000100943,Alder Freight Holdings,alder.com,Fintech,2025-09-05,Active,Growth,4275.16,p.lindqvist,Cold Outreach
001Qy00000100411,Blackthorn Summit Partners,blackthorn.com,Healthcare,2023-11-21,Churned,Growth,2989.97,j.whitfield,
001Qy00000101387,Fairmount Trading LLC,fairmount.com,Media,2021-09-10,Churned,Starter,0.00,a.reyes,
001Qy00000101195,Silverline Keystone Corp,silverline.com,Healthcare,2026-02-27,Active,Growth,2854.89,s.okoro,Blog
001Qy00000101344,Quillfeather Onyx Corp,quillfeather.com,Construction,2019-05-07,Active,Growth,2381.00,a.reyes,
001Qy00000100926,Harborview Lumen Group,harborview.com,Logistics,2025-08-17,Active,Starter,746.65,p.lindqvist,SEO
001Qy00000100104,Vásquez Media Summit,vasquez.com,Media,2022-04-02,Active,Starter,796.28,d.castellanos,
001Qy00000101050,Whitmore Anchor Labs,whitmore.com,Manufacturing,2025-11-12,Active,Growth,1200.00,m.tan,SEO
001Qy00000100036,Quillfeather Anchor Corp,quillfeather.com,Media,2021-10-16,Active,Starter,264.09,m.tan,
001Qy00000100830,Orchard Trading Group,orchard.com,Construction,2025-03-27,Active,Growth,1200.00,d.castellanos,Word of Mouth
001Qy00000100268,Brightwater Pioneer Group,brightwater.com,Healthcare,2023-03-08,Inactive,Starter,702.09,j.whitfield,
001Qy00000100928,Marbury Clinical Inc,marbury.com,Hospitality,2025-07-30,Active,Starter,777.58,s.okoro,Google Ads
001Qy00000100752,Northgate Vector LLC,northgate.com,Media,2025-01-15,Active,Growth,3943.67,a.reyes,Referral
001Qy00000100211,Whitmore Digital Inc,whitmore.com,Media,2023-01-13,Active,Growth,4453.88,j.whitfield,
001Qy00000100957,Pemberton Freight Labs,pemberton.com,Construction,2025-09-02,,Growth,3556.19,j.whitfield,Blog
001Qy00000100607,Northgate Cascade LLC,northgate.com,Education,2024-08-16,Churned,Starter,598.43,j.whitfield,Word of Mouth
001Qy00000101348,Quillfeather Summit Holdings,quillfeather.com,Education,2020-02-25,Active,Starter,2148.90,m.tan,
001Qy00000100812,Lakeshore Trading Systems,lakeshore.com,Energy,2025-03-07,Inactive,Starter,1457.01,j.whitfield,
001Qy00000100704,Kestrel Sable LLC,kestrel.com,Construction,2024-11-22,Active,Starter,669.92,p.lindqvist,Blog
001Qy00000100888,Cerulean Vector Corp,cerulean.com,Construction,2025-06-04,Churned,Starter,0.00,a.reyes,Google Ads
001Qy00000100951,Whitmore Anchor Systems,whitmore.com,Fintech,2025-09-21,Active,Starter,431.21,d.castellanos,SEO
001Qy00000101351,Umbra Anchor Systems,umbra.com,Retail,2023-01-24,Inactive,Starter,688.77,a.reyes,
001Qy00000100445,Northwind Clinical Corp,northwind.com,Healthcare,2024-01-13,Inactive,Enterprise,1284.38,s.okoro,
001Qy00000101059,Ironwood Atlas Group,ironwood.com,Construction,2026-01-10,Active,Starter,524.98,s.okoro,Organic Search
001Qy00000100436,Hollowway Lumen Holdings,hollowway.com,Media,2023-12-31,,Starter,267.06,s.okoro,
001Qy00000101250,Acme Precision Partners,acme.com,Energy,2026-05-08,Inactive,Growth,8435.06,p.lindqvist,direct
001Qy00000100189,Zenith Atlas Corp,zenith.com,Media,2022-11-05,,Starter,0.00,d.castellanos,
001Qy00000100240,Eastvale Nimbus Group,eastvale.com,Healthcare,2023-02-12,Churned,Starter,412.77,p.lindqvist,
001Qy00000100204,García Sistemas Summit,garcia.com,Fintech,2022-12-06,,Growth,481.09,a.reyes,
001Qy00000101021,Cerulean Summit Labs,cerulean.com,Fintech,2025-10-07,Inactive,Starter,495.39,d.castellanos,Paid Social
001Qy00000100753,Pemberton Vector Corp,pemberton.com,Fintech,2025-02-03,Active,Growth,3088.51,d.castellanos,Organic Search
001Qy00000101022,Hollowway Anchor LLC,hollowway.com,Logistics,2025-11-08,Churned,Starter,0.00,j.whitfield,Google Ads
001Qy00000101269,Dovetail Digital Corp,dovetail.com,Manufacturing,2026-07-20,Active,Enterprise,14867.79,a.reyes,SEO
001Qy00000101145,Alder Lumen Systems,alder.com,Fintech,2026-02-23,Churned,Starter,145.10,m.tan,Blog
001Qy00000101300,Eastvale Analytics Group,eastvale.com,Energy,2022-10-08,Active,Growth,3396.81,d.castellanos,
001Qy00000101106,García Sistemas Clinical,garcia.com,Education,2026-01-13,Active,Growth,3012.93,d.castellanos,Referral
001Qy00000100802,Muñoz Holdings Onyx,munoz.com,Manufacturing,2025-03-11,Active,Starter,1349.81,j.whitfield,Cold Outreach
001Qy00000100692,Yarrow Nimbus Group,yarrow.com,Education,2024-09-21,Churned,Growth,0.00,m.tan,Event
001Qy00000100529,Lakeshore Anchor Inc,lakeshore.com,Education,2024-04-17,Churned,Starter,0.00,d.castellanos,
001Qy00000100713,Oakfield Summit Systems,oakfield.com,Education,2024-11-11,Active,Growth,1528.44,m.tan,Paid Search
001Qy00000101169,Pemberton Freight Systems,pemberton.com,Manufacturing,2026-03-08,Active,Starter,1080.36,m.tan,PPC
001Qy00000100262,Orchard Foundry Inc,orchard.com,Media,2023-04-01,Churned,Starter,630.78,j.whitfield,
001Qy00000100263,Cranfield Cascade Labs,cranfield.com,Construction,2023-04-03,Active,Starter,816.51,s.okoro,
001Qy00000100339,Westbrook Digital Group,westbrook.com,Construction,2023-07-25,Churned,Starter,1069.36,j.whitfield,
001Qy00000100433,Kestrel Keystone Group,kestrel.com,Hospitality,2024-01-08,Active,Starter,630.30,a.reyes,
001Qy00000101110,Dunmore Analytics Corp,dunmore.com,Construction,2026-01-07,Active,Starter,433.42,a.reyes,SDR
001Qy00000100370,Glenrock Sable Group,glenrock.com,Retail,2023-10-03,Active,Growth,10181.93,p.lindqvist,
001Qy00000100289,Marbury Foundry Labs,marbury.com,Hospitality,2023-03-30,Churned,Starter,0.00,j.whitfield,
001Qy00000101458,Westbrook Vector Group,westbrook.com,Energy,2023-12-14,Churned,Growth,3540.05,s.okoro,
001Qy00000101372,Pemberton Onyx Group,pemberton.com,Education,2021-05-22,Active,Growth,1575.29,p.lindqvist,
001Qy00000100839,Marbury Keystone LLC,marbury.com,Hospitality,2025-04-26,Active,Enterprise,13411.95,a.reyes,Referral
001Qy00000101155,Silverline Supply Partners,silverline.com,Media,2026-03-07,Active,Starter,626.00,a.reyes,paid search
001Qy00000100949,Acme Clinical Corp,acme.com,Fintech,2025-08-13,Active,Growth,1200.00,a.reyes,Organic Search
001Qy00000100341,Fairmount Anchor Systems,fairmount.com,Energy,2023-07-10,Churned,Starter,555.90,j.whitfield,
001Qy00000101403,Acme Cascade Partners,acme.com,Fintech,2020-04-12,,Growth,2950.68,j.whitfield,
001Qy00000100156,Dovetail Compass Corp,dovetail.com,Education,2022-09-18,Churned,Growth,2552.38,j.whitfield,
001Qy00000100876,Cerulean Anchor Corp,cerulean.com,Energy,2025-06-02,Churned,Starter,11.67,a.reyes,Partner
001Qy00000101370,Pinnacle Analytics Labs,pinnacle.com,Hospitality,2022-05-04,Inactive,Starter,860.57,d.castellanos,
001Qy00000101281,Cerulean Freight Systems,cerulean.com,Education,2026-06-06,,Starter,906.01,d.castellanos,Google Ads
001Qy00000100470,Pinnacle Atlas Inc,pinnacle.com,Education,2024-01-21,Churned,Enterprise,711.01,s.okoro,
001Qy00000100079,Larkspur Pioneer LLC,larkspur.com,Manufacturing,2021-02-15,Active,Starter,349.90,j.whitfield,
001Qy00000101136,Yarrow Analytics Labs,yarrow.com,Construction,2026-02-04,Active,Growth,1466.77,d.castellanos,Word of Mouth
