account_id,account_name,email_domain,sector,created_date,account_status,plan_tier,mrr_usd,owner
001Qy00000100633,Acme Cascade Labs,acme.com,Energy,2025-12-26,Inactive,Starter,7793.78,m.tan
001Qy00000101159,Vantage Pioneer Partners,vantage.com,Education,2023-05-28,Churned,Starter,0.00,d.castellanos
001Qy00000100277,Brightwater Clinical LLC,brightwater.com,Hospitality,2025-03-01,Active,Starter,248.19,d.castellanos
001Qy00000100639,Cerulean Foundry Partners,cerulean.com,Energy,2023-05-31,Churned,Growth,1079.44,p.lindqvist
001Qy00000100407,Glenrock Vector Group,glenrock.com,Construction,2024-03-13,Churned,Growth,0.00,j.whitfield
001Qy00000100066,Ravenswood Freight Partners,ravenswood.com,Construction,2024-10-10,Active,Starter,771.33,a.reyes
001Qy00000100588,Oakfield Coastal Labs,oakfield.com,Manufacturing,2023-11-01,Active,Growth,0.00,m.tan
001Qy00000100237,Alder Freight Systems,alder.com,Retail,2024-05-23,Active,Enterprise,843.30,m.tan
001Qy00000100917,Redstone Sable LLC,redstone.com,Retail,2024-12-15,,Enterprise,1102.34,s.okoro
001Qy00000100816,Yarrow Analytics Inc,yarrow.com,Manufacturing,2022-12-12,Inactive,Growth,0.00,p.lindqvist
001Qy00000100505,André Frères Precision,andre.com,Construction,2025-01-26,Active,Starter,2152.29,j.whitfield
001Qy00000101012,Eastvale Pioneer LLC,eastvale.com,Construction,2026-01-13,Churned,Growth,363.82,p.lindqvist
001Qy00000100455,Nightingale Nimbus Labs,nightingale.com,Fintech,2023-07-07,Active,Growth,8519.33,s.okoro
001Qy00000100052,Quarry Atlas LLC,quarry.com,Logistics,2026-05-15,Active,Enterprise,215.52,p.lindqvist
001Qy00000100394,Oakfield Pioneer Holdings,oakfield.com,Education,2024-04-08,Inactive,Enterprise,1098.47,j.whitfield
001Qy00000100883,Blackthorn Quantum Holdings,blackthorn.com,Energy,2023-07-02,Active,Growth,807.01,p.lindqvist
001Qy00000101179,Pinnacle Summit Inc,pinnacle.com,Hospitality,2023-08-10,Active,Growth,414.14,d.castellanos
001Qy00000100191,Yarrow Quantum Partners,yarrow.com,Retail,2025-03-13,Active,Enterprise,392.47,s.okoro
001Qy00000100546,Yellowfin Lumen Partners,yellowfin.com,Logistics,2023-04-24,Active,Growth,9228.62,j.whitfield
001Qy00000101009,Redstone Cascade Corp,redstone.com,Construction,2023-11-09,,Starter,261.14,j.whitfield
001Qy00000101118,Underhill Supply LLC,underhill.com,Manufacturing,2024-04-25,Active,Enterprise,9607.71,a.reyes
001Qy00000100047,Blackthorn Anchor Partners,blackthorn.com,Hospitality,2025-08-22,,Growth,743.81,j.whitfield
001Qy00000100659,Orchard Onyx Inc,orchard.com,Construction,2022-12-12,Active,Growth,0.00,d.castellanos
001Qy00000101125,Yarrow Keystone Corp,yarrow.com,Healthcare,2023-03-03,Active,Starter,770.30,d.castellanos
001Qy00000100803,Glenrock Foundry Systems,glenrock.com,Fintech,2025-05-08,Active,Growth,8711.36,a.reyes
001Qy00000100445,Cranfield Clinical Inc,cranfield.com,Hospitality,2024-07-10,Churned,Starter,406.24,a.reyes
001Qy00000101137,Kestrel Cascade LLC,kestrel.com,Media,2023-01-15,Active,Enterprise,0.00,s.okoro
001Qy00000100091,Pinnacle Lumen Partners,pinnacle.com,Energy,2024-09-03,Active,Starter,9457.31,p.lindqvist
001Qy00000100722,Copperfield Freight Systems,copperfield.com,Retail,2026-01-30,Churned,Growth,448.02,d.castellanos
001Qy00000100344,Pemberton Sable Group,pemberton.com,Media,2024-03-08,Active,Enterprise,0.00,j.whitfield
001Qy00000100973,Inglewood Analytics LLC,inglewood.com,Education,2024-11-04,Active,Growth,4928.35,j.whitfield
001Qy00000100096,Dunmore Cascade LLC,dunmore.com,Fintech,2025-06-06,Active,Growth,223.11,p.lindqvist
001Qy00000100965,Marbury Atlas Holdings,marbury.com,Fintech,2026-01-22,,Starter,805.80,j.whitfield
001Qy00000100447,Copperfield Quantum Holdings,copperfield.com,Education,2024-08-19,Active,Growth,1316.16,m.tan
001Qy00000100257,Ironwood Quantum LLC,ironwood.com,Media,2026-02-04,Active,Growth,728.10,a.reyes
001Qy00000100446,Yellowfin Summit LLC,yellowfin.com,Healthcare,2025-08-13,Active,Growth,281.61,j.whitfield
001Qy00000100334,Eastvale Compass Corp,eastvale.com,Construction,2024-11-15,Active,Growth,270.57,a.reyes
001Qy00000100599,André Frères Summit,andre.com,Healthcare,2022-09-16,Churned,Starter,198.57,s.okoro
001Qy00000100263,Lakeshore Compass Labs,lakeshore.com,Healthcare,2023-05-30,Active,Starter,0.00,d.castellanos
001Qy00000101110,Northgate Precision Holdings,northgate.com,Healthcare,2024-02-11,Inactive,Enterprise,2677.79,d.castellanos
001Qy00000100105,Hernández Retail Digital,hernandez.com,Hospitality,2026-05-04,Active,Starter,446.68,p.lindqvist
001Qy00000101071,Northgate Digital Group,northgate.com,Healthcare,2024-02-11,Active,Growth,2672.61,p.lindqvist
001Qy00000100304,López y Asociados Keystone,lopez.com,Logistics,2023-05-17,Active,Enterprise,8292.40,j.whitfield
001Qy00000100166,Alder Compass Systems,alder.com,Construction,2022-12-25,Active,Enterprise,5602.76,j.whitfield
001Qy00000101063,Yarrow Nimbus Group,yarrow.com,Healthcare,2024-06-28,Active,Enterprise,407.97,j.whitfield
001Qy00000100601,São Bento Coastal,sao.com,Education,2025-09-07,Active,Growth,2346.19,j.whitfield
001Qy00000100155,Vantage Sable Group,vantage.com,Education,2023-08-28,Active,Enterprise,1339.24,d.castellanos
001Qy00000100757,Glenrock Analytics Systems,glenrock.com,Retail,2025-05-12,Active,Enterprise,1146.40,s.okoro
001Qy00000100205,Blackthorn Analytics Corp,blackthorn.com,Fintech,2023-07-14,Active,Growth,0.00,d.castellanos
001Qy00000100266,Blackthorn Clinical Group,blackthorn.com,Logistics,2024-08-02,,Growth,1082.69,p.lindqvist
001Qy00000100143,Eastvale Trading Corp,eastvale.com,Fintech,2023-11-07,Inactive,Growth,0.00,d.castellanos
001Qy00000100582,Nightingale Supply Labs,nightingale.com,Energy,2023-05-14,Active,Growth,405.60,d.castellanos
001Qy00000100525,Marbury Coastal LLC,marbury.com,Hospitality,2026-01-02,Active,Starter,221.13,m.tan
001Qy00000101122,Orchard Digital Partners II,orchard.com,Energy,2025-07-28,Active,Growth,439.19,p.lindqvist
001Qy00000100286,Vantage Onyx LLC,vantage.com,Energy,2025-05-11,Churned,Growth,672.14,s.okoro
001Qy00000100110,Dunmore Trading Group,dunmore.com,Fintech,2023-01-12,Active,Growth,424.37,s.okoro
001Qy00000100878,Acme Coastal LLC,acme.com,Construction,2025-07-17,Active,Growth,425.73,d.castellanos
001Qy00000101134,Marbury Atlas Inc,marbury.com,Education,2025-02-18,Active,Starter,219.84,s.okoro
001Qy00000100853,Redstone Lumen Inc,redstone.com,Healthcare,2025-04-04,,Starter,0.00,m.tan
001Qy00000100135,Northwind Pioneer Partners,northwind.com,Logistics,2024-08-26,Churned,Growth,53.13,p.lindqvist
001Qy00000100858,Pemberton Coastal Systems,pemberton.com,Hospitality,2025-06-17,Active,Starter,4594.66,s.okoro
001Qy00000100819,Pinnacle Supply Systems,pinnacle.com,Logistics,2025-12-04,Active,Growth,242.64,s.okoro
001Qy00000100814,Alder Atlas Inc,alder.com,Manufacturing,2024-02-28,Churned,Starter,427.58,j.whitfield
001Qy00000100751,Vantage Freight Corp,vantage.com,Hospitality,2025-02-16,,Enterprise,218.44,m.tan
001Qy00000100092,Zenith Pioneer Labs,zenith.com,Hospitality,2022-10-05,Active,Growth,1132.54,p.lindqvist
001Qy00000100645,Umbra Pioneer LLC,umbra.com,Hospitality,2026-04-26,Churned,Starter,410.26,j.whitfield
001Qy00000100887,Larkspur Pioneer Partners,larkspur.com,Logistics,2024-11-10,Active,Enterprise,0.00,m.tan
001Qy00000100565,Glenrock Anchor Inc,glenrock.com,Retail,2023-12-14,Churned,Growth,411.15,d.castellanos
001Qy00000100462,Vantage Precision Inc,vantage.com,Fintech,2024-09-24,Active,Growth,0.00,s.okoro
001Qy00000100822,Northgate Pioneer Partners,northgate.com,Media,2026-03-25,Active,Growth,246.74,m.tan
001Qy00000100999,São Bento Beacon,sao.com,Retail,2025-06-01,Churned,Starter,5382.41,d.castellanos
001Qy00000100682,Ravenswood Sable LLC,ravenswood.com,Media,2025-03-11,Inactive,Growth,9606.30,s.okoro
001Qy00000100869,Marbury Nimbus Partners,marbury.com,Fintech,2026-01-30,Inactive,Enterprise,449.88,m.tan
001Qy00000101140,Harborview Beacon Corp,harborview.com,Media,2024-02-10,Active,Enterprise,8618.15,j.whitfield
001Qy00000100596,Muñoz Holdings Quantum,munoz.com,Healthcare,2023-09-13,Active,Growth,1228.48,j.whitfield
001Qy00000100687,Northgate Foundry Systems,northgate.com,Energy,2025-03-15,Active,Starter,0.00,d.castellanos
001Qy00000100876,Kestrel Cascade Holdings,kestrel.com,Energy,2024-01-09,Active,Starter,0.00,j.whitfield
001Qy00000100974,Inglewood Coastal Systems,inglewood.com,Education,2024-11-23,Active,Starter,240.59,p.lindqvist
001Qy00000100169,Northgate Clinical Partners,northgate.com,Hospitality,2023-05-15,Active,Growth,425.85,a.reyes
001Qy00000100987,Hollowway Keystone Partners,hollowway.com,Healthcare,2024-11-02,Active,Growth,4411.53,m.tan
001Qy00000100499,Vásquez Media Trading,vasquez.com,Healthcare,2024-10-09,Churned,Starter,458.80,s.okoro
001Qy00000100480,Umbra Foundry Partners,umbra.com,Energy,2026-06-03,Churned,Starter,4631.49,a.reyes
001Qy00000100860,Zenith Supply LLC,zenith.com,Energy,2024-03-14,Active,Growth,4854.06,m.tan
001Qy00000100069,Copperfield Nimbus Partners,copperfield.com,Hospitality,2025-06-01,Active,Enterprise,0.00,s.okoro
001Qy00000100493,Copperfield Sterling LLC,copperfield.com,Education,2026-02-08,Active,Starter,5745.52,j.whitfield
001Qy00000100234,Vantage Supply Holdings,vantage.com,Energy,2025-03-01,Churned,Starter,0.00,s.okoro
001Qy00000100122,Kestrel Sterling Partners,kestrel.com,Hospitality,2025-09-13,Churned,Starter,0.00,s.okoro
001Qy00000101151,Glenrock Keystone Labs,glenrock.com,Energy,2023-03-30,Active,Growth,9198.70,j.whitfield
001Qy00000100549,Nightingale Beacon LLC,nightingale.com,Energy,2023-04-05,Active,Growth,406.63,m.tan
001Qy00000100113,Northgate Summit Holdings,northgate.com,Retail,2025-07-04,Active,Growth,0.00,j.whitfield
001Qy00000101138,Cranfield Pioneer Group,cranfield.com,Logistics,2025-09-21,Active,Enterprise,285.73,a.reyes
001Qy00000100016,Lakeshore Keystone Inc,lakeshore.com,Fintech,2023-09-22,Churned,Enterprise,827.89,d.castellanos
001Qy00000101069,Blackthorn Summit Group,blackthorn.com,Manufacturing,2024-08-07,,Starter,0.00,m.tan
001Qy00000100141,Inglewood Digital Holdings,inglewood.com,Logistics,2023-05-15,,Enterprise,2704.91,a.reyes
001Qy00000100056,Nightingale Onyx Inc,nightingale.com,Energy,2023-07-01,Active,Growth,2657.59,p.lindqvist
001Qy00000100423,Verdigris Precision Corp,verdigris.com,Healthcare,2026-06-10,Active,Starter,0.00,a.reyes
001Qy00000100203,García Sistemas Atlas,garcia.com,Retail,2024-06-21,,Growth,758.04,p.lindqvist
001Qy00000100542,Hollowway Foundry Partners,hollowway.com,Fintech,2023-05-27,Churned,Enterprise,447.29,p.lindqvist
001Qy00000100502,Grupo Peña Clinical,grupo.com,Logistics,2025-09-07,Active,Starter,1079.90,p.lindqvist
001Qy00000100477,Stonebridge Trading Labs,stonebridge.com,Fintech,2025-10-28,,Starter,1148.22,d.castellanos
001Qy00000100968,Umbra Anchor LLC,umbra.com,Education,2023-08-15,Churned,Starter,0.00,m.tan
001Qy00000100934,Umbra Keystone LLC,umbra.com,Energy,2025-01-07,Active,Enterprise,254.49,s.okoro
001Qy00000101152,Verdigris Sterling Corp,verdigris.com,Fintech,2023-07-07,Active,Growth,410.55,d.castellanos
001Qy00000100632,Lakeshore Summit Holdings,lakeshore.com,Construction,2023-05-09,Active,Growth,8402.67,j.whitfield
001Qy00000100322,Westbrook Pioneer Labs,westbrook.com,Media,2025-03-21,Active,Starter,2533.96,s.okoro
001Qy00000100386,Ravenswood Atlas Group,ravenswood.com,Hospitality,2026-03-25,Churned,Growth,266.22,j.whitfield
001Qy00000100256,Ravenswood Atlas Inc,ravenswood.com,Construction,2024-04-17,Inactive,Growth,1301.56,d.castellanos
001Qy00000100474,Larkspur Clinical LLC,larkspur.com,Logistics,2023-05-23,Churned,Growth,2599.55,p.lindqvist
001Qy00000100767,Pemberton Summit Group,pemberton.com,Energy,2025-05-30,Active,Enterprise,775.31,a.reyes
001Qy00000100908,Dovetail Summit Holdings,dovetail.com,Retail,2026-01-20,Active,Growth,0.00,s.okoro
001Qy00000100252,Whitmore Atlas LLC,whitmore.com,Healthcare,2025-05-31,Active,Growth,8967.05,d.castellanos
001Qy00000100108,Verdigris Quantum Inc,verdigris.com,Manufacturing,2024-02-24,Churned,Growth,0.00,j.whitfield
001Qy00000100656,Ashcombe Pioneer Inc,ashcombe.com,Hospitality,2023-12-07,Inactive,Enterprise,0.00,s.okoro
001Qy00000100770,Tanglewood Vector Corp,tanglewood.com,Media,2025-07-01,Active,Growth,277.83,d.castellanos
001Qy00000100758,Whitmore Atlas Labs,whitmore.com,Construction,2024-01-21,Active,Growth,7684.39,j.whitfield
001Qy00000100043,Nightingale Supply Inc,nightingale.com,Construction,2024-06-19,,Enterprise,350.45,s.okoro
001Qy00000100187,Verdigris Sterling Group,verdigris.com,Retail,2025-09-08,Churned,Enterprise,2589.35,p.lindqvist
001Qy00000100556,Juniper Coastal Partners,juniper.com,Manufacturing,2026-01-24,,Enterprise,0.00,a.reyes
001Qy00000100213,Northwind Lumen Group,northwind.com,Energy,2023-04-21,Inactive,Starter,439.54,m.tan
001Qy00000100782,Northgate Compass Labs,northgate.com,Energy,2024-10-10,Active,Enterprise,745.93,s.okoro
001Qy00000100159,Oakfield Lumen Partners,oakfield.com,Hospitality,2025-04-04,Churned,Growth,4350.58,s.okoro
001Qy00000100838,Cerulean Sable Labs,cerulean.com,Education,2025-09-03,Active,Enterprise,783.32,j.whitfield
001Qy00000100293,Meridian Summit Inc,meridian.com,Construction,2024-12-07,Churned,Growth,10056.37,d.castellanos
001Qy00000100873,Dovetail Nimbus Labs,dovetail.com,Manufacturing,2025-02-14,Active,Growth,373.43,j.whitfield
001Qy00000100167,Vantage Precision Labs,vantage.com,Construction,2025-11-15,Churned,Enterprise,726.21,p.lindqvist
001Qy00000100497,Pinnacle Cascade Labs,pinnacle.com,Fintech,2024-12-25,Active,Enterprise,1372.63,m.tan
001Qy00000100099,Redstone Sable Labs,redstone.com,Fintech,2026-04-02,Active,Starter,2291.01,m.tan
001Qy00000100695,São Bento Atlas,sao.com,Manufacturing,2025-08-08,Active,Growth,1201.26,m.tan
001Qy00000100010,Hollowway Sable Labs,hollowway.com,Fintech,2025-01-25,Active,Growth,242.77,j.whitfield
001Qy00000100913,Dunmore Onyx Labs,dunmore.com,Construction,2023-03-14,Active,Growth,2066.01,a.reyes
001Qy00000100902,Núñez Capital Cascade,nunez.com,Media,2024-01-14,Churned,Growth,2565.41,d.castellanos
001Qy00000100963,Harborview Supply Holdings,harborview.com,Hospitality,2025-02-06,Active,Starter,0.00,j.whitfield
001Qy00000101144,CERULEAN DIGITAL HOLDINGS,cerulean.com,Media,2023-01-18,Inactive,Enterprise,147.17,p.lindqvist
001Qy00000100093,Umbra Coastal Inc,umbra.com,Manufacturing,2023-05-02,Active,Growth,1239.06,s.okoro
001Qy00000100994,Underhill Keystone Labs,underhill.com,Fintech,2023-02-08,Active,Growth,239.16,m.tan
001Qy00000100547,Hollowway Atlas Holdings,hollowway.com,Construction,2025-06-17,Churned,Enterprise,426.79,j.whitfield
001Qy00000100635,Dovetail Sterling Corp,dovetail.com,Construction,2023-08-09,Churned,Enterprise,62.78,p.lindqvist
001Qy00000101064,Marbury Precision Inc,marbury.com,Retail,2024-04-09,Active,Starter,7819.26,j.whitfield
001Qy00000100335,Hollowway Nimbus Inc,hollowway.com,Fintech,2022-11-18,Churned,Starter,9317.41,p.lindqvist
001Qy00000100927,Quillfeather Quantum Corp,quillfeather.com,Fintech,2022-09-15,Active,Starter,8705.73,d.castellanos
001Qy00000101065,Vantage Pioneer Group,vantage.com,Construction,2023-08-15,Active,Growth,2708.35,s.okoro
001Qy00000100389,Yarrow Summit LLC,yarrow.com,Logistics,2024-03-18,Active,Starter,0.00,s.okoro
001Qy00000100305,São Bento Precision,sao.com,Education,2025-10-11,Active,Starter,2154.09,p.lindqvist
001Qy00000100466,Whitmore Keystone Group,whitmore.com,Energy,2026-06-09,,Growth,266.69,j.whitfield
001Qy00000100225,Silverline Sterling Systems,silverline.com,Fintech,2026-02-11,Active,Enterprise,271.99,j.whitfield
001Qy00000100475,Ashcombe Sterling Inc,ashcombe.com,Retail,2022-12-22,,Growth,1136.45,p.lindqvist
001Qy00000101136,Blackthorn Anchor Labs,blackthorn.com,Hospitality,2026-02-24,Active,Starter,0.00,j.whitfield
001Qy00000100303,André Frères Pioneer,andre.com,Energy,2025-11-09,Inactive,Growth,428.68,a.reyes
001Qy00000100977,Whitmore Summit Holdings,whitmore.com,Manufacturing,2026-04-10,Active,Starter,384.78,s.okoro
001Qy00000100273,Larkspur Anchor Systems,larkspur.com,Energy,2022-09-22,Active,Growth,4796.76,m.tan
001Qy00000100777,Tanglewood Anchor Corp,tanglewood.com,Hospitality,2023-01-01,Churned,Growth,2231.32,s.okoro
001Qy00000100979,Ravenswood Foundry Partners,ravenswood.com,Fintech,2026-04-16,Active,Growth,5522.83,m.tan
001Qy00000100699,Vásquez Media Trading II,vasquez.com,Energy,2025-03-02,Churned,Growth,0.00,m.tan
001Qy00000100464,Fairmount Lumen Labs,fairmount.com,Retail,2023-10-22,Active,Growth,377.90,m.tan
001Qy00000100557,Verdigris Analytics Partners,verdigris.com,Manufacturing,2024-02-13,Churned,Starter,244.63,p.lindqvist
001Qy00000100943,Harborview Summit Labs,harborview.com,Retail,2026-02-04,Churned,Growth,8881.11,m.tan
001Qy00000100591,Yarrow Foundry Holdings,yarrow.com,Fintech,2023-06-07,Active,Growth,224.88,s.okoro
001Qy00000101007,Verdigris Coastal Inc,verdigris.com,Construction,2024-01-23,Active,Growth,0.00,a.reyes
001Qy00000100640,Brightwater Trading Group,brightwater.com,Energy,2024-06-01,Active,Starter,391.73,j.whitfield
001Qy00000101070,Verdigris Sable Systems,verdigris.com,Fintech,2023-03-23,Active,Enterprise,220.96,a.reyes
001Qy00000100435,Quillfeather Pioneer Partners,quillfeather.com,Hospitality,2024-03-03,Inactive,Growth,16.17,a.reyes
001Qy00000100528,Ashcombe Sable Group,ashcombe.com,Fintech,2024-01-26,Active,Enterprise,10007.07,m.tan
001Qy00000100115,Lakeshore Nimbus Partners,lakeshore.com,Logistics,2025-05-29,Active,Enterprise,4568.61,p.lindqvist
001Qy00000100651,Yarrow Anchor Systems,yarrow.com,Media,2024-06-08,Active,Growth,0.00,j.whitfield
001Qy00000100049,Quarry Beacon Systems,quarry.com,Retail,2023-11-10,Active,Growth,9126.95,d.castellanos
001Qy00000100076,Underhill Nimbus Corp,underhill.com,Logistics,2026-06-17,Active,Growth,5094.46,m.tan
001Qy00000100125,Dunmore Atlas Partners,dunmore.com,Media,2025-08-09,Inactive,Starter,257.18,d.castellanos
001Qy00000101198,Alder Precision Inc,alder.com,Education,2022-11-05,Churned,Starter,4598.25,m.tan
001Qy00000100642,Westbrook Trading Holdings,westbrook.com,Manufacturing,2024-01-13,Active,Enterprise,0.00,s.okoro
001Qy00000100309,Quarry Anchor Labs,quarry.com,Manufacturing,2022-12-30,Churned,Growth,10064.77,s.okoro
001Qy00000100623,Juniper Sable Inc,juniper.com,Logistics,2025-07-12,Churned,Growth,644.02,j.whitfield
001Qy00000100654,Northgate Supply Corp,northgate.com,Manufacturing,2026-06-03,Active,Growth,2434.55,p.lindqvist
001Qy00000100310,Juniper Beacon LLC,juniper.com,Media,2023-06-20,Churned,Growth,2122.06,p.lindqvist
001Qy00000100666,Copperfield Freight Inc,copperfield.com,Media,2024-07-05,Churned,Growth,0.00,a.reyes
001Qy00000101021,Pemberton Onyx Corp,pemberton.com,Fintech,2023-03-05,Active,Growth,0.00,d.castellanos
001Qy00000101112,Quarry Digital LLC,quarry.com,Media,2026-05-06,Churned,Growth,2754.02,m.tan
001Qy00000100756,Dovetail Beacon LLC,dovetail.com,Construction,2025-01-02,Active,Starter,2256.37,a.reyes
001Qy00000100223,Orchard Coastal Labs,orchard.com,Education,2025-01-01,Active,Starter,386.00,a.reyes
001Qy00000100797,Guimarães Log Trading,guimaraes.com,Construction,2023-04-15,Churned,Enterprise,0.00,j.whitfield
001Qy00000100836,Verdigris Digital Partners,verdigris.com,Energy,2024-08-22,Active,Growth,275.18,d.castellanos
001Qy00000100133,Alder Foundry LLC,alder.com,Fintech,2023-07-24,Active,Growth,676.73,s.okoro
001Qy00000100061,Ravenswood Vector Labs,ravenswood.com,Construction,2024-12-16,Active,Starter,1332.90,s.okoro
001Qy00000100848,Brightwater Supply Group,brightwater.com,Hospitality,2025-04-28,Churned,Growth,1297.15,m.tan
001Qy00000100665,Underhill Trading Partners,underhill.com,Retail,2023-09-18,Active,Growth,3649.74,j.whitfield
001Qy00000101057,Hollowway Foundry Holdings,hollowway.com,Logistics,2023-02-18,Active,Growth,4902.47,s.okoro
001Qy00000100909,Cerulean Precision Labs,cerulean.com,Energy,2022-12-21,Active,Enterprise,1196.36,s.okoro
001Qy00000100563,Pinnacle Analytics Corp,pinnacle.com,Hospitality,2025-07-06,Churned,Enterprise,1980.43,m.tan
001Qy00000100944,Glenrock Onyx Inc,glenrock.com,Fintech,2025-01-13,Active,Growth,1238.94,m.tan
001Qy00000100420,Whitmore Analytics Holdings,whitmore.com,Education,2026-03-08,Churned,Enterprise,255.98,m.tan
001Qy00000100962,Alder Pioneer Corp,alder.com,Media,2023-04-09,Churned,Enterprise,0.00,a.reyes
001Qy00000100798,Ferreira Serviços Compass,ferreira.com,Fintech,2025-05-21,Churned,Enterprise,0.00,a.reyes
001Qy00000100429,Westbrook Digital Corp,westbrook.com,Fintech,2024-07-23,Active,Enterprise,1279.22,d.castellanos
001Qy00000100448,Thornbury Anchor Group,thornbury.com,Education,2026-02-13,Inactive,Growth,1166.14,p.lindqvist
001Qy00000101023,Dunmore Cascade Partners,dunmore.com,Retail,2023-08-20,Active,Starter,2651.01,j.whitfield
001Qy00000100707,Quillfeather Coastal Inc,quillfeather.com,Energy,2023-12-31,Active,Enterprise,0.00,d.castellanos
001Qy00000100378,Inglewood Cascade Corp,inglewood.com,Hospitality,2024-09-19,Churned,Growth,1136.15,a.reyes
001Qy00000100518,Cranfield Precision LLC,cranfield.com,Logistics,2023-04-08,Active,Growth,1156.40,d.castellanos
001Qy00000100614,Hollowway Vector Group,hollowway.com,Construction,2025-04-09,Active,Starter,2678.59,j.whitfield
001Qy00000100294,Brightwater Summit Corp,brightwater.com,Energy,2025-01-10,Active,Starter,359.81,m.tan
001Qy00000100910,Underhill Freight Systems,underhill.com,Energy,2023-02-22,Inactive,Enterprise,2108.86,a.reyes
001Qy00000100512,Underhill Lumen Labs,underhill.com,Education,2023-11-15,,Enterprise,391.14,s.okoro
001Qy00000100561,Lakeshore Digital Group,lakeshore.com,Energy,2025-07-29,Churned,Enterprise,285.14,j.whitfield
001Qy00000100365,Ravenswood Trading Partners,ravenswood.com,Logistics,2023-08-14,Active,Enterprise,7682.01,d.castellanos
001Qy00000101124,Kestrel Onyx Corp,kestrel.com,Media,2024-11-16,Active,Starter,2626.04,a.reyes
001Qy00000101203,Dovetail Sterling Group,dovetail.com,Media,2023-04-04,Active,Growth,0.00,m.tan
001Qy00000100244,Ashcombe Analytics Labs,ashcombe.com,Media,2025-06-02,,Enterprise,240.53,j.whitfield
001Qy00000100850,Vantage Foundry Partners,vantage.com,Energy,2026-04-14,Active,Enterprise,1268.29,d.castellanos
001Qy00000100538,Pinnacle Cascade Corp,pinnacle.com,Education,2023-06-15,Active,Enterprise,0.00,p.lindqvist
001Qy00000100146,Blackthorn Trading Partners,blackthorn.com,Media,2023-11-06,Inactive,Growth,0.00,j.whitfield
001Qy00000100003,García Sistemas Foundry,garcia.com,Manufacturing,2023-01-31,Inactive,Growth,2173.67,a.reyes
001Qy00000100181,Northwind Foundry Labs,northwind.com,Logistics,2024-07-09,,Starter,5433.60,p.lindqvist
001Qy00000100826,Ironwood Pioneer Corp,ironwood.com,Hospitality,2025-10-11,Churned,Growth,4629.79,p.lindqvist
001Qy00000101142,Brightwater Clinical Group,brightwater.com,Manufacturing,2024-03-04,Active,Starter,0.00,d.castellanos
001Qy00000100366,Dovetail Summit Group,dovetail.com,Manufacturing,2023-05-13,Churned,Growth,7828.31,j.whitfield
001Qy00000100735,Whitmore Sterling Labs,whitmore.com,Manufacturing,2023-07-08,Churned,Growth,2346.29,j.whitfield
001Qy00000100465,Quarry Freight Group,quarry.com,Media,2024-11-17,Active,Starter,0.00,p.lindqvist
001Qy00000100522,Larkspur Nimbus LLC,larkspur.com,Media,2022-12-09,Churned,Growth,2097.34,p.lindqvist
001Qy00000100511,Eastvale Sterling LLC,eastvale.com,Hospitality,2023-07-08,Active,Starter,2251.35,m.tan
001Qy00000100658,Marbury Sterling Systems,marbury.com,Hospitality,2025-11-18,Active,Starter,0.00,d.castellanos
001Qy00000100662,Thornbury Digital Group,thornbury.com,Retail,2024-08-31,Active,Growth,0.00,j.whitfield
001Qy00000100337,Fairmount Supply Inc,fairmount.com,Construction,2023-12-18,Active,Growth,1233.36,a.reyes
001Qy00000101146,Westbrook Vector Holdings,westbrook.com,Fintech,2023-08-19,Active,Starter,237.53,p.lindqvist
001Qy00000100400,López y Asociados Digital,lopez.com,Retail,2023-09-12,Active,Growth,0.00,m.tan
001Qy00000100442,Yellowfin Keystone Systems,yellowfin.com,Retail,2024-02-07,Active,Starter,2352.33,d.castellanos
001Qy00000100749,Oakfield Nimbus Inc,oakfield.com,Hospitality,2023-11-04,Active,Starter,0.00,s.okoro
001Qy00000101156,Whitmore Anchor Inc,whitmore.com,Retail,2025-11-06,Active,Starter,5171.71,j.whitfield
001Qy00000100647,Northgate Atlas Inc,northgate.com,Media,2025-12-09,Active,Growth,5181.61,p.lindqvist
001Qy00000100436,Quillfeather Pioneer Systems,quillfeather.com,Education,2023-03-24,Active,Growth,0.00,p.lindqvist
001Qy00000100865,Cranfield Compass LLC,cranfield.com,Fintech,2025-10-20,Active,Starter,1357.11,p.lindqvist
001Qy00000100204,André Frères Analytics,andre.com,Hospitality,2023-11-21,,Enterprise,4483.66,p.lindqvist
001Qy00000100712,Eastvale Quantum Systems,eastvale.com,Manufacturing,2024-11-16,Active,Growth,344.30,a.reyes
001Qy00000100495,Verdigris Compass Systems,verdigris.com,Education,2024-06-14,Churned,Enterprise,5181.55,m.tan
001Qy00000100524,Cranfield Keystone Group,cranfield.com,Fintech,2024-08-03,Active,Starter,8031.13,a.reyes
001Qy00000100060,Tanglewood Compass LLC,tanglewood.com,Hospitality,2025-06-27,,Starter,1070.84,j.whitfield
001Qy00000100644,Tanglewood Freight Inc,tanglewood.com,Energy,2025-05-24,Active,Growth,5338.18,a.reyes
001Qy00000100198,Hernández Retail Keystone,hernandez.com,Education,2023-04-29,,Growth,641.91,m.tan
001Qy00000100463,Juniper Quantum LLC,juniper.com,Manufacturing,2025-10-28,Active,Growth,392.61,s.okoro
001Qy00000100459,Underhill Pioneer Holdings,underhill.com,Logistics,2025-10-29,,Growth,404.85,m.tan
